datetime_utc,dewpoint
19970106-05:00,11
19970106-06:00,12
19970106-07:00,11
19970106-08:00,8
19970106-09:00,8
19970106-10:00,8
19970106-11:00,12
19970106-12:00,13
19970106-13:00,12
19970106-14:00,11
19970106-15:00,12
19970106-16:00,12
19970106-18:00,11
19970106-19:00,10
19970106-20:00,10
19970106-22:00,8
19970106-23:00,8
19970107-00:00,7
19970107-01:00,7
19970107-02:00,7
19970107-03:00,9
19970107-04:00,9
19970107-05:00,10
19970107-06:00,7
19970107-07:00,8
19970107-08:00,4
19970107-09:00,3
19970107-10:00,3
19970107-11:00,3
19970107-12:00,4
19970107-13:00,5
19970107-14:00,6
19970107-15:00,6
19970107-16:00,6
19970107-17:00,6
19970107-18:00,6
19970107-19:00,6
19970107-20:00,6
19970107-21:00,6
19970107-22:00,6
19970107-23:00,5
19970108-00:00,6
19970108-01:00,6
19970108-03:00,5
19970108-04:00,7
19970108-05:00,8
19970108-06:00,5
19970108-07:00,5
19970108-08:00,5
19970108-09:00,4
19970108-10:00,4
19970108-11:00,13
19970108-12:00,5
19970108-13:00,5
19970108-14:00,5
19970108-15:00,5
19970108-16:00,6
19970108-17:00,6
19970108-18:00,5
19970108-19:00,5
19970108-20:00,6
19970108-21:00,6
19970109-00:00,6
19970109-01:00,6
19970109-02:00,7
19970109-03:00,7
19970109-04:00,6
19970109-05:00,7
19970109-06:00,7
19970109-07:00,7
19970109-08:00,7
19970109-09:00,5
19970109-10:00,7
19970109-11:00,7
19970109-12:00,7
19970109-13:00,7
19970109-14:00,8
19970109-15:00,7
19970109-16:00,7
19970109-17:00,8
19970109-18:00,9
19970109-19:00,8
19970109-20:00,9
19970109-21:00,8
19970109-22:00,7
19970109-23:00,6
19970110-00:00,7
19970110-01:00,8
19970110-03:00,7
19970110-04:00,7
19970110-05:00,7
19970110-06:00,7
19970110-07:00,7
19970110-08:00,4
19970110-09:00,7
19970110-10:00,5
19970110-11:00,6
19970110-12:00,7
19970110-13:00,7
19970110-14:21,8
19970110-15:00,8
19970110-16:00,7
19970110-17:00,8
19970110-18:00,7
19970110-19:00,7
19970110-20:00,7
19970110-21:00,8
19970110-22:00,7
19970111-00:00,6
19970111-01:00,5
19970111-02:00,6
19970111-03:00,7
19970111-04:00,6
19970111-05:00,7
19970111-06:00,7
19970111-07:00,8
19970111-08:00,6
19970111-09:00,6
19970111-10:00,6
19970111-11:00,6
19970111-12:00,7
19970111-13:00,7
19970111-14:00,7
19970111-15:00,7
19970111-16:00,7
19970111-17:00,7
19970111-18:00,7
19970111-19:00,6
19970111-21:00,7
19970111-22:00,7
19970112-03:00,7
19970112-04:00,7
19970112-05:00,8
19970112-06:00,7
19970112-07:00,7
19970112-08:00,7
19970112-09:00,6
19970112-10:00,8
19970112-11:00,9
19970112-12:00,9
19970112-13:00,9
19970112-14:00,8
19970112-15:00,8
19970112-16:00,8
19970112-17:00,8
19970112-18:00,8
19970112-19:00,8
19970112-20:00,6
19970112-21:00,7
19970112-22:00,6
19970112-23:00,6
19970113-00:00,6
19970113-02:00,5
19970113-03:00,6
19970113-04:00,7
19970113-05:00,7
19970113-06:00,5
19970113-07:00,6
19970113-11:00,4
19970113-12:00,5
19970113-13:00,6
19970113-14:00,7
19970113-15:00,7
19970113-16:00,7
19970113-17:00,7
19970113-18:00,7
19970113-19:00,7
19970113-20:00,7
19970113-21:00,7
19970113-23:00,
19970114-00:00,5
19970114-01:00,5
19970114-02:00,6
19970114-03:00,7
19970114-04:00,5
19970114-05:00,8
19970114-06:00,
19970114-07:00,6
19970114-08:00,4
19970114-09:00,3
19970114-10:00,2
19970114-11:00,5
19970114-12:00,7
19970114-13:00,7
19970114-14:00,7
19970114-15:00,7
19970114-16:00,7
19970114-17:00,7
19970114-18:00,7
19970114-19:00,8
19970114-20:00,8
19970114-21:00,
19970114-22:00,6
19970114-23:00,6
19970115-00:00,6
19970115-01:00,6
19970115-02:00,6
19970115-03:00,8
19970115-04:00,8
19970115-05:00,9
19970115-07:00,4
19970115-08:00,4
19970115-09:00,4
19970115-10:00,6
19970115-11:00,6
19970115-12:00,7
19970115-13:00,7
19970115-14:00,7
19970115-15:00,7
19970115-16:00,7
19970115-17:00,7
19970115-18:00,7
19970115-19:00,7
19970115-20:00,7
19970115-21:00,7
19970115-22:00,7
19970115-23:00,6
19970116-01:00,6
19970116-02:00,6
19970116-03:00,6
19970116-04:00,8
19970116-05:00,8
19970117-00:00,7
19970117-01:00,8
19970117-02:00,7
19970117-03:00,6
19970117-04:00,7
19970117-05:00,8
19970117-06:00,9
19970117-07:00,8
19970117-08:00,6
19970117-09:00,6
19970117-10:00,3
19970117-11:00,5
19970117-12:00,5
19970117-13:00,7
19970117-14:00,6
19970117-15:00,6
19970117-16:00,6
19970117-17:00,5
19970117-18:00,5
19970117-19:00,6
19970117-20:00,6
19970117-21:00,6
19970117-22:00,6
19970117-23:00,6
19970118-00:00,5
19970118-01:00,5
19970118-02:00,4
19970118-03:00,5
19970118-04:00,4
19970118-05:00,2
19970118-06:00,5
19970118-07:00,4
19970118-08:00,-2
19970118-09:00,-3
19970118-10:00,-3
19970118-11:00,-2
19970118-12:00,3
19970118-13:00,5
19970118-14:00,5
19970118-15:00,5
19970118-16:00,4
19970118-18:00,4
19970118-19:00,4
19970118-21:00,5
19970119-00:00,10
19970119-01:00,11
19970119-02:00,11
19970119-03:00,10
19970119-04:00,10
19970119-05:00,10
19970119-06:00,11
19970119-07:00,9
19970119-08:00,11
19970119-09:00,8
19970119-10:00,9
19970119-11:00,12
19970119-12:00,12
19970119-13:00,12
19970119-14:00,11
19970119-15:00,11
19970119-16:00,11
19970119-17:00,11
19970119-18:00,10
19970119-19:00,10
19970119-20:00,11
19970119-21:00,11
19970119-22:00,11
19970119-23:00,11
19970120-00:00,11
19970120-02:00,10
19970120-03:00,11
19970120-04:00,13
19970120-05:00,12
19970120-06:00,11
19970120-07:00,12
19970120-08:00,9
19970120-09:00,9
19970121-00:00,9
19970121-01:00,9
19970121-02:00,8
19970121-03:00,9
19970121-04:00,10
19970121-05:00,11
19970121-06:00,8
19970121-07:00,9
19970121-08:00,11
19970121-09:00,10
19970121-10:00,11
19970121-11:00,10
19970121-12:00,11
19970121-13:00,10
19970121-14:00,11
19970121-15:00,11
19970121-16:00,10
19970121-17:00,10
19970121-18:00,11
19970121-19:00,10
19970121-20:00,9
19970121-21:00,8
19970121-22:00,6
19970121-23:00,7
19970122-00:00,6
19970122-01:00,8
19970122-02:00,7
19970122-03:00,9
19970122-04:00,8
19970122-05:00,8
19970122-06:00,9
19970122-07:00,9
19970122-08:00,9
19970122-09:00,8
19970122-10:00,8
19970122-11:00,7
19970122-12:00,8
19970122-13:00,8
19970122-14:00,9
19970122-15:00,9
19970122-16:00,9
19970122-17:00,8
19970122-18:00,7
19970122-19:00,7
19970122-20:00,7
19970122-21:00,7
19970122-22:00,7
19970122-23:00,6
19970123-00:00,6
19970123-01:00,6
19970123-03:00,8
19970123-04:00,8
19970123-05:00,9
19970123-06:00,8
19970123-07:00,7
19970123-08:00,7
19970123-09:00,7
19970123-10:00,6
19970123-11:00,7
19970123-12:00,8
19970123-13:00,9
19970123-14:00,9
19970123-15:00,9
19970123-16:00,9
19970123-17:00,9
19970123-18:00,9
19970123-19:00,9
19970123-20:00,8
19970123-21:00,7
19970123-22:00,7
19970123-23:00,7
19970124-00:00,6
19970124-01:00,6
19970124-02:00,6
19970124-03:00,8
19970124-04:00,8
19970124-06:00,6
19970124-07:00,5
19970124-08:00,5
19970124-09:00,5
19970124-10:00,5
19970124-11:00,5
19970124-12:00,5
19970124-13:00,7
19970124-14:00,7
19970124-15:00,6
19970124-16:00,7
19970124-17:00,6
19970124-18:00,6
19970124-19:00,7
19970124-20:00,6
19970124-21:00,5
19970124-22:00,6
19970124-23:00,5
19970125-02:00,5
19970125-03:00,6
19970125-04:00,7
19970125-05:00,7
19970125-06:00,6
19970125-07:00,6
19970125-08:00,4
19970125-09:00,3
19970125-10:00,3
19970125-11:00,3
19970125-12:00,7
19970125-13:00,6
19970125-14:00,7
19970125-15:00,7
19970125-16:00,7
19970125-17:00,7
19970125-18:00,6
19970125-19:00,7
19970125-20:00,7
19970125-21:00,6
19970125-22:00,6
19970125-23:00,5
19970126-00:00,6
19970126-01:00,
19970126-02:00,7
19970126-03:00,7
19970126-04:00,7
19970126-05:00,7
19970126-06:00,7
19970126-07:00,7
19970126-08:00,
19970126-09:00,7
19970126-10:00,8
19970126-11:00,8
19970126-12:00,9
19970126-13:00,10
19970126-14:00,10
19970126-15:00,10
19970126-16:00,10
19970126-17:00,10
19970126-18:00,10
19970126-19:00,9
19970126-20:00,9
19970126-21:00,9
19970126-22:00,9
19970126-23:00,9
19970127-00:00,10
19970127-01:00,11
19970127-02:00,11
19970127-03:00,11
19970127-04:00,11
19970127-05:00,12
19970127-07:00,7
19970127-08:00,6
19970127-09:00,7
19970127-10:00,6
19970127-11:00,3
19970127-12:00,3
19970127-13:00,4
19970127-15:00,10
19970127-16:00,9
19970127-17:00,11
19970127-18:00,11
19970127-19:00,11
19970127-20:00,11
19970127-21:00,9
19970127-22:00,8
19970127-23:00,7
19970128-00:00,6
19970128-01:00,7
19970128-02:00,7
19970128-04:00,9
19970128-05:00,11
19970128-06:00,9
19970128-07:00,9
19970128-08:00,8
19970128-09:00,9
19970128-10:00,9
19970128-11:00,10
19970128-12:00,10
19970128-13:00,10
19970128-14:00,10
19970128-15:00,10
19970128-16:00,11
19970128-17:00,10
19970128-18:00,9
19970128-19:00,10
19970128-20:00,9
19970128-21:00,9
19970128-22:00,8
19970128-23:00,7
19970129-00:00,7
19970129-01:00,7
19970129-02:00,7
19970129-03:00,9
19970129-04:00,10
19970129-05:00,8
19970129-06:00,7
19970129-07:00,7
19970129-08:00,10
19970129-09:00,9
19970129-10:00,9
19970129-11:00,9
19970129-12:00,10
19970129-13:00,10
19970129-14:00,10
19970129-15:00,10
19970129-16:00,10
19970129-17:00,11
19970129-18:00,9
19970129-19:00,10
19970129-20:00,10
19970129-21:00,10
19970129-22:00,10
19970129-23:00,10
19970130-00:00,9
19970130-01:00,8
19970130-02:00,10
19970130-03:00,11
19970130-04:00,11
19970130-05:00,10
19970130-06:00,10
19970130-08:00,10
19970130-09:00,10
19970130-10:00,10
19970130-11:00,10
19970130-12:00,10
19970130-13:00,
19970130-14:00,
19970130-17:00,10
19970131-02:00,8
19970131-03:00,10
19970131-04:00,10
19970131-05:00,11
19970131-07:00,9
19970131-08:00,10
19970131-09:00,8
19970131-10:00,9
19970131-11:00,10
19970131-13:00,11
19970131-14:00,11
19970131-15:00,11
19970131-16:00,11
19970131-17:00,11
19970131-18:00,10
19970131-19:00,10
19970131-20:00,11
19970131-21:00,9
19970131-23:00,8
19970201-00:00,8
19970201-01:00,8
19970201-02:00,8
19970201-03:00,10
19970201-04:00,10
19970201-05:00,11
19970201-06:00,9
19970201-08:00,8
19970201-09:00,9
19970201-10:00,9
19970201-11:00,9
19970201-12:00,9
19970201-14:00,10
19970201-16:00,11
19970201-17:00,11
19970201-18:00,10
19970201-19:00,12
19970201-20:00,12
19970201-21:00,11
19970201-22:00,11
19970201-23:00,10
19970202-00:00,9
19970202-01:00,11
19970202-02:00,12
19970202-03:00,13
19970202-04:00,13
19970202-05:00,15
19970202-06:00,14
19970202-07:00,13
19970202-08:00,13
19970202-09:00,11
19970202-10:00,11
19970202-11:00,11
19970202-12:00,11
19970202-13:00,11
19970202-14:00,11
19970202-15:00,12
19970202-16:00,11
19970202-17:00,11
19970202-18:00,12
19970202-19:00,11
19970202-20:00,13
19970202-21:00,12
19970202-22:00,12
19970202-23:00,11
19970203-00:00,10
19970203-01:00,12
19970203-02:00,12
19970203-03:00,13
19970203-04:00,12
19970203-06:00,13
19970203-07:00,12
19970203-08:00,12
19970203-09:00,12
19970203-11:00,13
19970203-12:00,15
19970203-13:00,15
19970203-14:00,15
19970203-15:00,14
19970203-16:00,13
19970203-17:00,13
19970203-18:00,13
19970203-19:00,12
19970203-20:00,13
19970203-21:00,12
19970203-22:00,11
19970204-00:00,11
19970204-01:00,12
19970204-02:00,11
19970204-03:00,11
19970204-04:00,11
19970204-05:00,11
19970204-06:00,11
19970204-07:00,12
19970204-08:00,12
19970204-09:00,13
19970204-10:00,12
19970204-11:00,12
19970204-12:00,11
19970204-13:00,12
19970204-14:00,11
19970204-16:00,10
19970204-17:00,10
19970204-18:00,9
19970204-19:00,9
19970204-21:00,8
19970204-22:00,8
19970204-23:00,7
19970205-00:00,7
19970205-01:00,7
19970205-02:00,7
19970205-03:00,10
19970205-04:00,10
19970205-05:00,10
19970205-08:00,2
19970205-09:00,2
19970205-10:00,3
19970205-11:00,5
19970205-12:00,5
19970205-14:00,8
19970205-15:00,6
19970205-16:00,6
19970205-17:00,6
19970205-18:00,6
19970205-19:00,5
19970205-21:00,6
19970205-22:00,6
19970205-23:00,5
19970206-01:00,5
19970206-02:00,5
19970206-03:00,6
19970206-04:00,7
19970206-05:00,6
19970206-06:00,4
19970206-07:00,5
19970206-08:00,3
19970206-09:00,2
19970206-11:00,4
19970206-12:00,5
19970206-13:00,6
19970206-14:00,6
19970206-15:00,7
19970206-16:00,7
19970206-17:00,6
19970206-18:00,7
19970206-19:00,7
19970206-20:00,7
19970206-23:00,8
19970207-00:00,6
19970207-08:00,
19970207-09:00,2
19970207-10:00,2
19970207-11:30,1
19970207-12:00,5
19970207-14:00,6
19970207-15:00,6
19970207-16:00,6
19970207-17:00,6
19970207-18:00,6
19970207-19:00,6
19970207-20:00,6
19970207-21:00,6
19970207-22:00,7
19970207-23:00,6
19970208-00:00,6
19970208-01:00,6
19970208-02:00,6
19970208-03:00,5
19970208-04:00,4
19970208-05:00,4
19970208-06:00,3
19970208-07:00,3
19970208-08:00,5
19970208-09:00,7
19970208-10:00,8
19970208-11:00,9
19970208-12:00,10
19970208-13:00,12
19970208-14:00,11
19970208-16:00,12
19970208-17:00,9
19970208-18:00,9
19970208-19:00,10
19970208-20:00,9
19970208-21:00,9
19970208-22:00,9
19970208-23:00,8
19970209-00:00,9
19970209-01:00,8
19970209-04:00,9
19970209-05:00,9
19970209-06:00,10
19970209-07:00,11
19970209-08:00,12
19970209-09:00,11
19970209-11:00,10
19970209-12:00,11
19970209-13:00,12
19970209-14:00,12
19970209-15:00,11
19970209-16:00,11
19970209-17:00,12
19970209-18:00,11
19970209-19:00,11
19970209-20:00,11
19970209-21:00,11
19970209-22:00,11
19970209-23:00,10
19970210-00:00,10
19970210-01:00,9
19970210-02:00,12
19970210-03:00,13
19970210-04:00,12
19970210-05:00,10
19970210-06:00,0
19970210-07:00,1
19970210-08:00,2
19970210-09:00,
19970210-10:00,0
19970210-11:00,2
19970210-12:00,2
19970210-13:00,4
19970210-14:00,3
19970210-16:00,4
19970210-17:00,5
19970210-18:00,8
19970210-19:00,8
19970210-20:00,7
19970210-21:00,5
19970210-22:00,6
19970210-23:00,5
19970211-00:00,6
19970211-01:00,6
19970211-02:00,2
19970211-03:00,2
19970211-04:00,0
19970211-05:00,-1
19970211-06:00,1
19970211-07:00,7
19970211-08:00,7
19970211-09:00,2
19970211-10:00,4
19970211-11:00,8
19970211-12:00,7
19970211-13:00,7
19970211-14:00,6
19970211-15:00,7
19970211-16:00,5
19970211-17:00,5
19970211-18:00,6
19970211-19:00,5
19970211-20:00,6
19970211-21:00,6
19970211-22:00,5
19970211-23:00,5
19970212-00:00,5
19970212-01:00,5
19970212-02:00,6
19970212-03:00,4
19970212-04:00,3
19970212-05:00,2
19970212-07:00,1
19970212-08:00,3
19970212-09:00,1
19970212-10:00,3
19970212-11:00,4
19970212-12:00,5
19970212-13:00,6
19970212-14:00,6
19970212-15:00,6
19970212-16:00,7
19970212-17:00,7
19970212-18:00,6
19970212-19:00,6
19970212-20:00,
19970212-21:00,6
19970212-22:00,6
19970212-23:00,6
19970213-00:00,5
19970213-01:00,5
19970213-02:00,4
19970213-03:00,3
19970213-04:00,3
19970213-05:00,3
19970213-06:00,3
19970213-07:00,-1
19970213-08:00,-1
19970213-09:00,-1
19970213-10:00,2
19970213-11:00,3
19970213-12:00,4
19970213-13:00,5
19970213-14:00,8
19970213-15:00,7
19970213-16:00,6
19970213-17:00,7
19970213-18:00,7
19970213-19:00,7
19970213-20:00,7
19970213-21:00,7
19970213-22:00,7
19970213-23:00,7
19970214-00:00,7
19970214-01:00,6
19970214-03:00,8
19970214-04:00,9
19970214-05:00,8
19970214-06:00,7
19970214-07:00,6
19970214-08:00,7
19970214-09:00,7
19970214-10:00,9
19970214-11:00,9
19970214-12:00,9
19970214-13:00,9
19970214-14:00,9
19970214-15:00,11
19970214-16:00,12
19970214-17:00,11
19970214-18:00,11
19970214-19:00,11
19970214-20:00,11
19970214-21:00,11
19970214-22:00,11
19970214-23:00,11
19970215-00:00,11
19970215-01:00,10
19970215-02:00,11
19970215-03:00,10
19970215-04:00,10
19970215-05:00,11
19970215-06:00,11
19970215-07:00,9
19970215-08:00,6
19970215-09:00,7
19970215-10:30,7
19970215-11:00,7
19970215-13:00,9
19970215-14:00,10
19970215-15:00,9
19970215-16:00,9
19970215-18:00,10
19970215-19:00,8
19970215-20:00,10
19970215-21:00,8
19970215-22:00,8
19970215-23:00,8
19970216-01:00,9
19970216-02:00,9
19970216-03:00,8
19970216-04:00,6
19970216-05:00,6
19970216-06:00,4
19970216-07:00,-1
19970216-08:00,-1
19970216-09:00,0
19970216-10:00,0
19970216-11:00,2
19970216-12:00,1
19970216-13:00,3
19970216-14:00,4
19970216-15:00,5
19970216-16:00,5
19970216-17:00,5
19970216-18:00,6
19970216-19:00,6
19970216-20:00,6
19970216-21:00,6
19970216-22:00,5
19970216-23:00,6
19970217-00:00,6
19970217-01:00,5
19970217-02:00,4
19970217-03:00,5
19970217-04:00,4
19970217-05:00,4
19970217-06:00,4
19970217-07:00,1
19970217-08:00,2
19970217-09:00,1
19970217-10:00,-2
19970217-11:00,1
19970217-12:00,2
19970217-13:00,4
19970217-14:00,4
19970217-16:00,5
19970217-17:00,5
19970217-18:00,5
19970217-19:00,4
19970217-20:00,4
19970217-21:00,5
19970217-23:00,6
19970218-00:00,6
19970218-01:00,5
19970218-02:00,5
19970218-03:00,7
19970218-04:00,5
19970218-05:00,5
19970218-06:00,5
19970218-07:00,4
19970218-08:00,3
19970218-09:00,4
19970218-10:00,4
19970218-12:00,6
19970218-13:00,8
19970218-14:00,9
19970218-15:00,8
19970218-16:00,7
19970218-17:00,8
19970218-18:00,8
19970218-19:00,7
19970218-20:00,6
19970218-21:00,6
19970218-22:00,6
19970218-23:00,6
19970219-00:00,6
19970219-01:00,6
19970219-02:00,6
19970219-03:00,6
19970219-05:00,5
19970219-06:00,5
19970219-07:00,5
19970219-08:00,4
19970219-09:00,3
19970219-10:00,0
19970219-11:00,1
19970219-12:00,1
19970219-13:00,2
19970219-14:00,4
19970219-15:00,5
19970219-17:00,5
19970219-18:00,6
19970219-19:00,4
19970219-20:00,4
19970219-21:00,4
19970219-22:00,4
19970219-23:00,4
19970220-00:00,5
19970220-01:00,4
19970220-02:00,5
19970220-04:00,5
19970220-05:00,7
19970220-06:00,5
19970220-07:00,1
19970220-12:00,4
19970220-15:00,8
19970220-17:00,8
19970220-19:00,8
19970220-20:00,8
19970220-21:00,8
19970220-22:00,8
19970220-23:00,8
19970221-00:00,7
19970221-01:00,8
19970221-03:00,6
19970221-04:00,7
19970221-05:00,8
19970221-06:00,7
19970221-07:00,5
19970221-10:00,4
19970221-11:00,4
19970221-12:00,5
19970221-13:00,6
19970221-14:00,7
19970221-15:00,8
19970221-17:00,6
19970221-18:00,6
19970221-19:00,6
19970221-20:00,6
19970221-21:00,6
19970221-22:00,7
19970222-00:00,6
19970222-01:00,7
19970222-02:00,6
19970222-03:00,5
19970222-04:00,6
19970222-05:00,7
19970222-06:00,4
19970222-07:00,1
19970222-08:00,1
19970222-15:00,7
19970222-16:00,7
19970222-17:00,7
19970222-18:00,7
19970222-19:00,8
19970222-20:00,8
19970222-21:00,7
19970222-22:00,7
19970222-23:00,7
19970223-00:00,6
19970223-01:00,7
19970223-02:00,8
19970223-04:00,8
19970223-05:00,7
19970223-06:00,6
19970223-07:00,4
19970223-08:00,4
19970223-09:00,3
19970223-10:00,5
19970223-11:00,5
19970223-12:00,6
19970223-13:00,8
19970223-14:00,9
19970223-15:00,8
19970223-16:00,8
19970223-17:00,9
19970223-18:00,9
19970223-19:00,9
19970223-20:00,10
19970223-21:00,10
19970223-22:00,9
19970223-23:00,9
19970224-00:00,9
19970224-01:00,9
19970224-02:00,9
19970224-03:00,10
19970224-04:00,8
19970224-05:00,6
19970224-06:00,5
19970224-07:00,7
19970224-08:00,7
19970224-09:00,9
19970224-10:00,9
19970224-12:00,12
19970224-13:00,12
19970224-14:00,13
19970224-15:00,13
19970224-16:00,13
19970224-18:00,13
19970224-20:00,14
19970224-21:00,14
19970224-22:00,14
19970224-23:00,12
19970225-00:00,13
19970225-01:00,13
19970225-03:00,12
19970225-04:00,13
19970225-05:00,13
19970225-06:00,12
19970225-07:00,13
19970225-08:00,13
19970225-17:00,15
19970225-18:00,15
19970225-19:00,15
19970225-20:00,14
19970225-21:00,14
19970225-23:00,14
19970226-00:00,14
19970226-01:00,13
19970226-02:00,13
19970226-03:00,13
19970226-04:00,13
19970226-05:00,13
19970226-06:00,14
19970227-07:00,4
19970227-08:00,5
19970227-12:00,8
19970227-13:00,7
19970227-15:00,8
19970227-21:00,8
19970227-22:00,7
19970227-23:00,7
19970228-00:00,8
19970228-01:00,7
19970228-02:00,7
19970228-03:00,7
19970228-04:00,8
19970228-05:00,9
19970228-06:00,6
19970228-07:00,5
19970228-09:00,4
19970228-10:00,6
19970228-11:00,7
19970228-16:00,11
19970228-17:00,11
19970228-19:00,11
19970228-20:00,11
19970228-21:00,10
19970228-22:00,11
19970301-02:00,11
19970301-05:00,7
19970301-06:00,9
19970301-09:00,8
19970301-10:00,8
19970301-11:00,9
19970301-12:00,15
19970301-13:00,16
19970301-14:00,12
19970301-15:00,13
19970301-16:00,13
19970301-17:00,14
19970301-18:00,14
19970301-19:00,
19970301-20:00,14
19970301-21:00,13
19970301-22:00,14
19970301-23:00,13
19970302-00:00,13
19970302-01:00,12
19970302-02:00,13
19970302-03:00,11
19970302-04:00,9
19970302-06:00,7
19970302-07:00,4
19970302-08:00,4
19970302-09:00,4
19970302-10:00,5
19970302-12:00,7
19970302-13:00,10
19970302-14:00,9
19970302-15:00,12
19970302-16:00,10
19970302-17:00,11
19970302-18:00,8
19970302-19:00,8
19970302-20:00,7
19970302-21:00,8
19970302-22:00,8
19970302-23:00,9
19970303-00:00,8
19970303-01:00,7
19970303-02:00,7
19970303-04:00,7
19970303-05:00,6
19970303-06:00,4
19970303-07:00,5
19970303-08:00,5
19970303-09:00,5
19970303-12:00,6
19970303-13:00,7
19970303-14:00,8
19970303-15:00,7
19970303-16:00,7
19970303-17:00,7
19970303-18:00,8
19970303-19:00,9
19970303-20:00,8
19970303-21:00,9
19970303-22:00,9
19970303-23:00,9
19970304-00:00,9
19970304-01:00,9
19970304-02:00,9
19970304-03:00,8
19970304-04:00,8
19970304-05:00,7
19970304-06:00,6
19970304-07:21,6
19970304-08:00,6
19970304-09:00,7
19970304-10:00,6
19970304-11:00,5
19970304-12:00,5
19970304-13:00,8
19970304-14:00,8
19970304-15:21,8
19970304-16:00,8
19970304-17:00,9
19970304-18:00,9
19970304-19:00,9
19970304-20:00,9
19970304-22:00,9
19970304-23:00,8
19970305-00:00,9
19970305-01:00,9
19970305-02:00,9
19970305-03:00,7
19970305-04:00,8
19970305-05:00,8
19970305-06:00,8
19970305-07:00,6
19970305-08:00,5
19970305-09:00,5
19970305-10:00,7
19970305-11:00,7
19970305-12:00,7
19970305-13:00,9
19970305-14:00,10
19970305-15:00,10
19970305-16:00,10
19970305-17:00,10
19970305-18:00,10
19970305-19:00,10
19970305-20:00,9
19970305-21:00,10
19970305-22:00,10
19970305-23:00,11
19970306-00:00,10
19970306-01:00,11
19970306-02:00,11
19970306-03:00,10
19970306-04:00,10
19970306-05:00,10
19970306-06:00,7
